"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"edible","bell","scaly","pink","yes","foul","free","close","narrow","pink","tapering","cup","smooth","smooth","purple","pink","partial","yellow","one","pendant","green","clustered","grasses"
"edible","flat","scaly","white","no","none","free","close","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","yellow","two","evanescent","yellow","solitary","waste"
"edible","flat","grooves","white","yes","none","descending","distant","narrow","white","enlarging","missing","smooth","scaly","purple","purple","partial","orange","one","large","brown","several","grasses"
"edible","flat","smooth","white","no","almond","free","close","narrow","gray","tapering","equal","smooth","smooth","gray","gray","universal","yellow","b","pendant","brown","scattered","meadows"
"edible","convex","grooves","buff","yes","anise","free","close","broad","brown","enlarging","cup","scaly","scaly","purple","purple","partial","orange","one","pendant","brown","solitary","grasses"
"edible","flat","scaly","buff","yes","almond","free","close","broad","gray","enlarging","cup","smooth","scaly","brown","purple","partial","white","b","pendant","black","scattered","waste"
"edible","flat","scaly","yellow","yes","anise","free","close","broad","red","enlarging","cup","smooth","fibrous","brown","purple","partial","brown","one","cobwebby","black","scattered","paths"
"edible","flat","fibrous","brown","yes","foul","free","distant","narrow","gray","enlarging","missing","fibrous","smooth","purple","purple","partial","white","one","evanescent","green","several","wood"
"edible","bell","scaly","white","no","almond","free","close","broad","yellow","enlarging","rhizomorphs","silky","smooth","purple","purple","universal","white","two","none","orange","numerous","meadows"
"edible","bell","fibrous","yellow","no","almond","free","distant","narrow","brown","tapering","club","smooth","silky","red","red","universal","white","one","pendant","purple","several","urban"
"edible","bell","smooth","purple","yes","anise","free","close","broad","orange","enlarging","cup","smooth","smooth","purple","gray","partial","white","b","pendant","chocolate","abundant","meadows"
"edible","convex","smooth","yellow","no","anise","free","close","narrow","buff","tapering","rooted","smooth","smooth","pink","pink","partial","white","one","pendant","brown","clustered","wood"
"edible","convex","scaly","brown","yes","almond","free","close","broad","pink","enlarging","equal","smooth","scaly","red","red","universal","white","b","zone","brown","solitary","waste"
"edible","conical","scaly","pink","no","anise","free","close","narrow","pink","enlarging","cup","smooth","smooth","pink","purple","partial","white","one","zone","green","scattered","paths"
"edible","convex","grooves","white","yes","anise","descending","close","broad","gray","enlarging","cup","scaly","smooth","purple","purple","partial","orange","one","pendant","buff","numerous","meadows"
"edible","convex","smooth","yellow","yes","spicy","free","close","narrow","yellow","tapering","rhizomorphs","smooth","scaly","white","purple","universal","white","two","sheathing","black","solitary","urban"
"edible","convex","grooves","cinnamon","yes","musty","free","close","broad","brown","enlarging","cup","scaly","smooth","green","green","partial","white","two","flaring","orange","numerous","meadows"
"edible","convex","scaly","red","yes","anise","notched","close","narrow","white","tapering","cup","smooth","smooth","brown","purple","partial","white","b","pendant","black","numerous","meadows"
"edible","convex","smooth","purple","no","anise","free","crowded","broad","pink","tapering","rhizomorphs","smooth","scaly","white","purple","universal","white","two","pendant","black","numerous","grasses"
"edible","bell","scaly","white","no","none","notched","close","broad","brown","enlarging","club","smooth","smooth","purple","red","partial","white","b","pendant","brown","numerous","waste"
"edible","flat","grooves","cinnamon","yes","anise","free","distant","broad","gray","enlarging","missing","scaly","scaly","purple","purple","partial","white","one","flaring","white","several","grasses"
"edible","bell","fibrous","white","yes","fishy","attached","close","broad","white","enlarging","cup","smooth","smooth","gray","gray","partial","brown","b","cobwebby","black","scattered","grasses"
"edible","sunken","scaly","red","yes","none","notched","close","narrow","yellow","tapering","rhizomorphs","smooth","smooth","gray","white","universal","yellow","two","pendant","brown","solitary","wood"
"edible","convex","smooth","white","yes","creosote","free","crowded","broad","buff","enlarging","cup","scaly","scaly","purple","purple","partial","white","one","flaring","buff","numerous","meadows"
"edible","sunken","scaly","white","yes","musty","free","crowded","narrow","gray","enlarging","cup","smooth","silky","green","green","partial","white","one","pendant","black","numerous","grasses"
"edible","bell","scaly","yellow","yes","none","descending","close","broad","black","enlarging","cup","smooth","smooth","purple","purple","partial","white","one","flaring","black","abundant","meadows"
"edible","convex","fibrous","yellow","yes","pungent","descending","distant","narrow","pink","enlarging","missing","smooth","scaly","purple","purple","partial","white","one","pendant","brown","several","leaves"
"edible","flat","fibrous","white","yes","anise","attached","close","broad","red","enlarging","equal","smooth","fibrous","purple","purple","partial","brown","one","pendant","chocolate","scattered","meadows"
"edible","convex","smooth","cinnamon","no","pungent","free","distant","broad","chocolate","tapering","missing","silky","silky","purple","purple","universal","white","one","none","white","several","paths"
"edible","bell","scaly","white","no","almond","notched","close","narrow","black","enlarging","club","smooth","smooth","purple","red","universal","white","b","zone","purple","abundant","waste"
"edible","bell","smooth","green","no","musty","free","close","broad","purple","enlarging","cup","smooth","smooth","green","green","partial","white","one","pendant","orange","numerous","meadows"
"edible","flat","smooth","green","yes","almond","free","close","narrow","orange","enlarging","club","silky","scaly","brown","brown","universal","white","b","none","black","abundant","paths"
"edible","flat","smooth","brown","yes","almond","free","close","broad","chocolate","enlarging","equal","smooth","scaly","purple","brown","partial","orange","one","pendant","black","scattered","paths"
"edible","convex","scaly","white","no","almond","notched","close","broad","black","tapering","equal","smooth","smooth","red","red","universal","yellow","b","pendant","purple","scattered","meadows"
"edible","flat","fibrous","green","yes","anise","free","close","broad","white","enlarging","missing","fibrous","fibrous","purple","purple","partial","brown","one","pendant","white","several","urban"
"edible","knobbed","scaly","green","yes","almond","notched","distant","narrow","gray","tapering","missing","smooth","smooth","purple","purple","partial","yellow","one","pendant","white","scattered","paths"
"edible","convex","smooth","green","yes","almond","descending","distant","broad","gray","enlarging","missing","smooth","scaly","buff","purple","partial","orange","one","pendant","brown","several","meadows"
"edible","convex","fibrous","green","no","creosote","free","crowded","narrow","black","enlarging","rooted","smooth","smooth","cinnamon","purple","universal","white","one","none","black","numerous","urban"
"edible","flat","scaly","brown","yes","almond","free","close","broad","pink","enlarging","rooted","smooth","scaly","cinnamon","cinnamon","partial","white","two","sheathing","brown","numerous","urban"
"edible","convex","grooves","white","yes","almond","descending","close","broad","pink","enlarging","cup","scaly","scaly","purple","purple","partial","white","one","flaring","black","clustered","meadows"
"edible","conical","scaly","gray","yes","anise","free","close","broad","pink","tapering","cup","silky","smooth","pink","pink","partial","white","one","pendant","green","clustered","leaves"
"edible","bell","smooth","buff","yes","fishy","attached","close","broad","chocolate","enlarging","equal","fibrous","smooth","purple","purple","partial","yellow","one","pendant","brown","several","grasses"
"edible","flat","fibrous","yellow","yes","fishy","free","close","broad","white","enlarging","equal","fibrous","fibrous","purple","purple","partial","white","one","pendant","brown","scattered","grasses"
"edible","flat","smooth","yellow","yes","anise","free","close","broad","red","enlarging","cup","smooth","scaly","purple","purple","partial","orange","one","large","black","numerous","leaves"
"edible","conical","smooth","pink","yes","pungent","descending","close","broad","pink","enlarging","cup","scaly","smooth","purple","purple","partial","white","one","large","white","clustered","urban"
